funcid,dim,milestone,error
1,10,1,1.548451e+09
1,10,2,1.548451e+09
1,10,3,1.548451e+09
1,10,5,1.548451e+09
1,10,10,1.297893e+09
1,10,20,9.882204e+08
1,10,30,9.882204e+08
1,10,40,9.802230e+08
1,10,50,8.258233e+08
1,10,60,8.258233e+08
1,10,70,8.258233e+08
1,10,80,8.258233e+08
1,10,90,5.307349e+08
1,10,100,5.307349e+08
1,10,1,1.548451e+09
1,10,2,1.548451e+09
1,10,3,1.548451e+09
1,10,5,1.548451e+09
1,10,10,1.297893e+09
1,10,20,9.882204e+08
1,10,30,9.882204e+08
1,10,40,9.802230e+08
1,10,50,8.258233e+08
1,10,60,8.258233e+08
1,10,70,8.258233e+08
1,10,80,8.258233e+08
1,10,90,5.307349e+08
1,10,100,5.307349e+08
1,10,1,7.464095e+08
1,10,2,4.125905e+08
1,10,3,4.006592e+08
1,10,5,4.006592e+08
1,10,10,3.588349e+08
1,10,20,3.588349e+08
1,10,30,2.343436e+08
1,10,40,2.199470e+08
1,10,50,1.984984e+08
1,10,60,8.770189e+07
1,10,70,8.770189e+07
1,10,80,8.770189e+07
1,10,90,8.770189e+07
1,10,100,8.770189e+07
1,10,1,2.790558e+08
1,10,2,2.749801e+08
1,10,3,2.036354e+08
1,10,5,1.913111e+08
1,10,10,9.221447e+07
1,10,20,7.697961e+07
1,10,30,5.581127e+07
1,10,40,3.885817e+07
1,10,50,3.885817e+07
1,10,60,3.885817e+07
1,10,70,3.885817e+07
1,10,80,3.885817e+07
1,10,90,3.885817e+07
1,10,100,3.885817e+07
1,10,1,1.027423e+07
1,10,2,4.489363e+06
1,10,3,2.022273e+06
1,10,5,1.445163e+06
1,10,10,7.553598e+05
1,10,20,1.729205e+05
1,10,30,8.459513e+04
1,10,40,7.563654e+04
1,10,50,3.284325e+04
1,10,60,3.195546e+04
1,10,70,3.195546e+04
1,10,80,3.169800e+04
1,10,90,2.305869e+04
1,10,100,1.347365e+04
