funcid,dim,milestone,error
23,10,1,3.714647e+02
23,10,2,3.714647e+02
23,10,3,3.607059e+02
23,10,5,3.607059e+02
23,10,10,3.552404e+02
23,10,20,3.505169e+02
23,10,30,3.476429e+02
23,10,40,3.410740e+02
23,10,50,3.405530e+02
23,10,60,3.405530e+02
23,10,70,3.364369e+02
23,10,80,3.364369e+02
23,10,90,3.364369e+02
23,10,100,3.364369e+02
23,10,1,3.602764e+02
23,10,2,3.351601e+02
23,10,3,3.351601e+02
23,10,5,3.305537e+02
23,10,10,3.286262e+02
23,10,20,3.286262e+02
23,10,30,3.286262e+02
23,10,40,3.286262e+02
23,10,50,3.286262e+02
23,10,60,3.286262e+02
23,10,70,3.286262e+02
23,10,80,3.286262e+02
23,10,90,3.286262e+02
23,10,100,3.249758e+02
23,10,1,3.581005e+02
23,10,2,3.581005e+02
23,10,3,3.581005e+02
23,10,5,3.496512e+02
23,10,10,3.496512e+02
23,10,20,3.386411e+02
23,10,30,3.386411e+02
23,10,40,3.386411e+02
23,10,50,3.363685e+02
23,10,60,3.344387e+02
23,10,70,3.344387e+02
23,10,80,3.344387e+02
23,10,90,3.344387e+02
23,10,100,3.344387e+02
23,10,1,4.130727e+02
23,10,2,3.394363e+02
23,10,3,3.349986e+02
23,10,5,3.234323e+02
23,10,10,3.197725e+02
23,10,20,3.185578e+02
23,10,30,3.181393e+02
23,10,40,3.179981e+02
23,10,50,3.178118e+02
23,10,60,3.175719e+02
23,10,70,3.175269e+02
23,10,80,3.173976e+02
23,10,90,3.173208e+02
23,10,100,3.173076e+02
