funcid,dim,milestone,error
23,10,1,3.714647e+02
23,10,2,3.714647e+02
23,10,3,3.607059e+02
23,10,5,3.607059e+02
23,10,10,3.552404e+02
23,10,20,3.505169e+02
23,10,30,3.476429e+02
23,10,40,3.410740e+02
23,10,50,3.405530e+02
23,10,60,3.405530e+02
23,10,70,3.364369e+02
23,10,80,3.364369e+02
23,10,90,3.364369e+02
23,10,100,3.364369e+02
23,10,1,3.602764e+02
23,10,2,3.351601e+02
23,10,3,3.351601e+02
23,10,5,3.305537e+02
23,10,10,3.286262e+02
23,10,20,3.286262e+02
23,10,30,3.286262e+02
23,10,40,3.286262e+02
23,10,50,3.286262e+02
23,10,60,3.286262e+02
23,10,70,3.286262e+02
23,10,80,3.286262e+02
23,10,90,3.286262e+02
23,10,100,3.249758e+02
23,10,1,3.581005e+02
23,10,2,3.581005e+02
23,10,3,3.581005e+02
23,10,5,3.496512e+02
23,10,10,3.496512e+02
23,10,20,3.386411e+02
23,10,30,3.386411e+02
23,10,40,3.386411e+02
23,10,50,3.363685e+02
23,10,60,3.344387e+02
23,10,70,3.344387e+02
23,10,80,3.344387e+02
23,10,90,3.344387e+02
23,10,100,3.344387e+02
23,10,1,4.130727e+02
23,10,2,3.394363e+02
23,10,3,3.349986e+02
23,10,5,3.234323e+02
23,10,10,3.197725e+02
23,10,20,3.185578e+02
23,10,30,3.181393e+02
23,10,40,3.179981e+02
23,10,50,3.178118e+02
23,10,60,3.175719e+02
23,10,70,3.175269e+02
23,10,80,3.173976e+02
23,10,90,3.173208e+02
23,10,100,3.173076e+02
23,10,1,3.777997e+02
23,10,2,3.537708e+02
23,10,3,3.535668e+02
23,10,5,3.523179e+02
23,10,10,3.522307e+02
23,10,20,3.504576e+02
23,10,30,3.479960e+02
23,10,40,3.478710e+02
23,10,50,3.472070e+02
23,10,60,3.472070e+02
23,10,70,3.464176e+02
23,10,80,3.464176e+02
23,10,90,3.462996e+02
23,10,100,3.462480e+02
23,10,1,3.981323e+02
23,10,2,3.465418e+02
23,10,3,3.378752e+02
23,10,5,3.258830e+02
23,10,10,3.247005e+02
23,10,20,3.169855e+02
23,10,30,3.163819e+02
23,10,40,3.163810e+02
23,10,50,3.163253e+02
23,10,60,3.163161e+02
23,10,70,3.162966e+02
23,10,80,3.162792e+02
23,10,90,3.161890e+02
23,10,100,3.161890e+02
23,10,1,3.650167e+02
23,10,2,3.577858e+02
23,10,3,3.544529e+02
23,10,5,3.526080e+02
23,10,10,3.500391e+02
23,10,20,3.425942e+02
23,10,30,3.418162e+02
23,10,40,3.416267e+02
23,10,50,3.413454e+02
23,10,60,3.413170e+02
23,10,70,3.413155e+02
23,10,80,3.413155e+02
23,10,90,3.413155e+02
23,10,100,3.413155e+02
23,10,1,3.662063e+02
23,10,2,3.539395e+02
23,10,3,3.524011e+02
23,10,5,3.504451e+02
23,10,10,3.500752e+02
23,10,20,3.307964e+02
23,10,30,3.300021e+02
23,10,40,3.291571e+02
23,10,50,3.288586e+02
23,10,60,3.278690e+02
23,10,70,3.276934e+02
23,10,80,3.276934e+02
23,10,90,3.276934e+02
23,10,100,3.276934e+02
23,10,1,3.659241e+02
23,10,2,3.587012e+02
23,10,3,3.557670e+02
23,10,5,3.546354e+02
23,10,10,3.546041e+02
23,10,20,3.538883e+02
23,10,30,3.503063e+02
23,10,40,3.474148e+02
23,10,50,3.465125e+02
23,10,60,3.447344e+02
23,10,70,3.445814e+02
23,10,80,3.445814e+02
23,10,90,3.441745e+02
23,10,100,3.441745e+02
23,10,1,3.305135e+02
23,10,2,3.268752e+02
23,10,3,3.244502e+02
23,10,5,3.244502e+02
23,10,10,3.226503e+02
23,10,20,3.210906e+02
23,10,30,3.194357e+02
23,10,40,3.180678e+02
23,10,50,3.169941e+02
23,10,60,3.169941e+02
23,10,70,3.169941e+02
23,10,80,3.169941e+02
23,10,90,3.169941e+02
23,10,100,3.169941e+02
23,10,1,3.730154e+02
23,10,2,3.360594e+02
23,10,3,3.360594e+02
23,10,5,3.357467e+02
23,10,10,3.332523e+02
23,10,20,3.319072e+02
23,10,30,3.319072e+02
23,10,40,3.316586e+02
23,10,50,3.316586e+02
23,10,60,3.315367e+02
23,10,70,3.306350e+02
23,10,80,3.306350e+02
23,10,90,3.306350e+02
23,10,100,3.306350e+02
