funcid,dim,milestone,error
24,10,1,4.003850e+02
24,10,2,4.003850e+02
24,10,3,3.890678e+02
24,10,5,3.780970e+02
24,10,10,3.768496e+02
24,10,20,3.762190e+02
24,10,30,3.762190e+02
24,10,40,3.762190e+02
24,10,50,3.762190e+02
24,10,60,3.762190e+02
24,10,70,3.762190e+02
24,10,80,3.762190e+02
24,10,90,3.740328e+02
24,10,100,3.732594e+02
24,10,1,3.887233e+02
24,10,2,3.841814e+02
24,10,3,3.764834e+02
24,10,5,3.671628e+02
24,10,10,3.671628e+02
24,10,20,3.671628e+02
24,10,30,3.671628e+02
24,10,40,3.671628e+02
24,10,50,3.671628e+02
24,10,60,3.573066e+02
24,10,70,3.573066e+02
24,10,80,3.573066e+02
24,10,90,3.573066e+02
24,10,100,3.573066e+02
24,10,1,4.044821e+02
24,10,2,3.969854e+02
24,10,3,3.943796e+02
24,10,5,3.845539e+02
24,10,10,3.845357e+02
24,10,20,3.751939e+02
24,10,30,3.742572e+02
24,10,40,3.719982e+02
24,10,50,3.719982e+02
24,10,60,3.691942e+02
24,10,70,3.691942e+02
24,10,80,3.691942e+02
24,10,90,3.682171e+02
24,10,100,3.574984e+02
24,10,1,3.926011e+02
24,10,2,3.833200e+02
24,10,3,3.822627e+02
24,10,5,3.817602e+02
24,10,10,3.814269e+02
24,10,20,3.813839e+02
24,10,30,3.812792e+02
24,10,40,3.812266e+02
24,10,50,3.811646e+02
24,10,60,3.811504e+02
24,10,70,3.433938e+02
24,10,80,3.411632e+02
24,10,90,3.409543e+02
24,10,100,3.409038e+02
24,10,1,4.130457e+02
24,10,2,4.086347e+02
24,10,3,4.077082e+02
24,10,5,4.052336e+02
24,10,10,3.790345e+02
24,10,20,3.757255e+02
24,10,30,3.710657e+02
24,10,40,3.677811e+02
24,10,50,3.675366e+02
24,10,60,3.675366e+02
24,10,70,3.672667e+02
24,10,80,3.662323e+02
24,10,90,3.640701e+02
24,10,100,3.639781e+02
24,10,1,4.315909e+02
24,10,2,4.315909e+02
24,10,1,4.016686e+02
24,10,2,3.995928e+02
24,10,3,3.885669e+02
24,10,5,3.862965e+02
24,10,10,3.832874e+02
24,10,20,3.712784e+02
24,10,30,3.681695e+02
24,10,40,3.663658e+02
24,10,50,3.660529e+02
24,10,60,3.658891e+02
24,10,70,3.645307e+02
24,10,80,3.644867e+02
24,10,90,3.644213e+02
24,10,100,3.644213e+02
24,10,1,4.142508e+02
24,10,2,4.069781e+02
24,10,3,3.942016e+02
24,10,5,3.899741e+02
24,10,10,3.868488e+02
24,10,20,3.795838e+02
24,10,30,3.787408e+02
24,10,40,3.786818e+02
24,10,50,3.786818e+02
24,10,60,3.784063e+02
24,10,70,3.777795e+02
24,10,80,3.775212e+02
24,10,90,3.773977e+02
24,10,100,3.773977e+02
24,10,1,3.948296e+02
24,10,2,3.918038e+02
24,10,3,3.823651e+02
24,10,5,3.707003e+02
24,10,10,3.666750e+02
24,10,20,3.613790e+02
24,10,30,3.602739e+02
24,10,40,3.602739e+02
24,10,50,3.602739e+02
24,10,60,3.602739e+02
24,10,70,3.602739e+02
24,10,80,3.602739e+02
24,10,90,3.602739e+02
24,10,100,3.602739e+02
24,10,1,4.014516e+02
24,10,2,4.013996e+02
24,10,3,3.919639e+02
24,10,5,3.882650e+02
24,10,10,3.878242e+02
24,10,20,3.858995e+02
24,10,30,3.699757e+02
24,10,40,3.699757e+02
24,10,50,3.699757e+02
24,10,60,3.699757e+02
24,10,70,3.699757e+02
24,10,80,3.699757e+02
24,10,90,3.699757e+02
24,10,100,3.699757e+02
24,10,1,4.313008e+02
24,10,2,4.169585e+02
24,10,3,4.110288e+02
24,10,5,4.075997e+02
24,10,10,3.971955e+02
24,10,20,3.814145e+02
24,10,30,3.788855e+02
24,10,40,3.777677e+02
24,10,50,3.777677e+02
24,10,60,3.767363e+02
24,10,70,3.748176e+02
24,10,80,3.748176e+02
24,10,90,3.748176e+02
24,10,100,3.748176e+02
